drug	drug_name	indication	indication_name
DB01158	bretylium	C0042514	ventricular tachycardia (VT)
DB01162	terazosin	C0020538	Hypertensive disease
DB01162	terazosin	C2937421	Prostatic Hyperplasia
DB01164	Calcium Chloride	C0020621	hypokalemia
DB01164	Calcium Chloride	C0151714	Hypermagnesemia
DB01164	Calcium Chloride	C0018790	cardiac arrest
DB01164	Calcium Chloride	C0151940	Hypocalcemic tetany
DB01164	Calcium Chloride	C0020598	hypocalcemia
DB01164	Calcium Chloride	C0020461	Hyperkalemia
DB01164	Calcium Chloride	C0039621	tetany
DB01165	ofloxacin	C0034186	pyelonephritis
DB01165	ofloxacin	C0014836	Escherichia coli Infections
DB01165	ofloxacin	C2242472	Infection of bone
DB01165	ofloxacin	C0010692	Cystitis
DB01165	ofloxacin	C0042029	Urinary tract infection
DB01165	ofloxacin	C0032285	pneumonia
DB01165	ofloxacin	C0033581	prostatitis
DB01165	ofloxacin	C0155862	Streptococcal Pneumonia
DB01165	ofloxacin	C0149725	Lower respiratory tract infection
DB01165	ofloxacin	C0014534	Epididymitis
DB01165	ofloxacin	C0037199	sinusitis
DB01165	ofloxacin	C0011991	diarrhea
DB01165	ofloxacin	C0015967	fever
DB01166	cilostazol	C0021775	Intermittent Claudication
DB01166	cilostazol	C0004096	asthma
DB01166	cilostazol	C0040053	thrombosis
DB01167	itraconazole	C0040261	onychomycosis
DB01168	procarbazine	C0019829	Hodgkin's lymphoma
DB01168	procarbazine	C0006118	Brain Neoplasms
DB01168	procarbazine	C0024121	Lung Neoplasms
DB01168	procarbazine	C0024305	non-Hodgkin lymphoma (NHL)
DB01168	procarbazine	C0025202	melanoma
DB01168	procarbazine	C0026764	multiple myeloma
DB01169	Arsenic trioxide	C0023479	Acute Myelomonocytic Leukemia
DB01169	Arsenic trioxide	C0023487	acute promyelocytic leukemia (APL)
DB01170	guanethidine	C0020538	Hypertensive disease
DB01170	guanethidine	C0020544	Renal Hypertension
DB01170	guanethidine	C0017601	glaucoma
DB01171	moclobemide	C0011581	Depressive disorder
DB01171	moclobemide	C0003467	anxiety
DB01173	orphenadrine	C0026838	Muscle Spasticity
DB01173	orphenadrine	C0242422	Parkinsonian Disorders
DB01173	orphenadrine	C0013384	Dyskinetic Syndrome
DB01173	orphenadrine	C0030567	Parkinson's Disease
DB01173	orphenadrine	C0027121	Myositis
DB01173	orphenadrine	C0231528	muscle pain
DB01174	Phenobarbital	C0234974	Simple Partial Seizures
DB01174	Phenobarbital	C0238111	Lennox-Gastaut Syndrome
DB01174	Phenobarbital	C0014544	epilepsy
DB01174	Phenobarbital	C0494475	Tonic - clonic seizures
DB01174	Phenobarbital	C0149931	Migraine Disorders
DB01174	Phenobarbital	C0014549	Tonic-Clonic Epilepsy
DB01174	Phenobarbital	C0234533	Generalized Seizures
DB01174	Phenobarbital	C0270851	Benign Neonatal Epilepsy
DB01174	Phenobarbital	C0020433	Hyperbilirubinemia
DB01174	Phenobarbital	C0009952	Febrile Convulsions
DB01175	escitalopram	C1269683	Major Depressive Disorder
DB01176	cyclizine	C0010200	Coughing
DB01176	cyclizine	C0018621	Hay Fever
DB01176	cyclizine	C2607914	Allergic Rhinitis (Disorder)
DB01176	cyclizine	C0027424	Nasal congestion (finding)
DB01176	cyclizine	C0027497	nausea
DB01176	cyclizine	C0042963	vomiting
DB01176	cyclizine	C0042571	vertigo
DB01177	idarubicin	C0023467	Leukemia, Myelocytic, Acute
DB01177	idarubicin	C0023487	acute promyelocytic leukemia (APL)
DB01177	idarubicin	C0026998	Acute Myeloid Leukemia, M1
DB01177	idarubicin	C1458155	Mammary Neoplasms
DB01177	idarubicin	C0023449	Acute Lymphocytic Leukemia
DB01177	idarubicin	C0023473	chronic myeloid leukemia (CML)
DB01179	podophyllotoxin	C0022593	keratosis
DB01181	ifosfamide	C1336708	Testicular Germ Cell Tumor
DB01181	ifosfamide	C0024305	non-Hodgkin lymphoma (NHL)
DB01181	ifosfamide	C1140680	Malignant Neoplasm Of Ovary
DB01181	ifosfamide	C0005684	Malignant Neoplasm Of Urinary Bladder
DB01181	ifosfamide	C0029463	osteosarcoma
DB01181	ifosfamide	C1261473	Sarcoma
DB01181	ifosfamide	C0149925	Small Cell Carcinoma Of Lung
DB01181	ifosfamide	C1458155	Mammary Neoplasms
DB01181	ifosfamide	C0019829	Hodgkin's lymphoma
DB01181	ifosfamide	C0023449	Acute Lymphocytic Leukemia
DB01181	ifosfamide	C0023434	chronic lymphocytic leukemia (CLL)
DB01181	ifosfamide	C0024121	Lung Neoplasms
DB01181	ifosfamide	C0919267	Ovarian Neoplasm
DB01181	ifosfamide	C0030297	Pancreatic Neoplasm
DB01181	ifosfamide	C0038356	Stomach Neoplasms
DB01181	ifosfamide	C0039590	Testicular Neoplasms
DB01182	propafenone	C0235480	Paroxysmal Atrial Fibrillation
DB01182	propafenone	C0030590	Paroxysmal Supraventricular Tachycardia
DB01182	propafenone	C0003811	Cardiac Arrhythmia
DB01182	propafenone	C0085612	ventricular arrhythmias
DB01182	propafenone	C0004238	atrial fibrillation (AF)
DB01182	propafenone	C0039240	Supraventricular Tachycardia
DB01182	propafenone	C0042514	ventricular tachycardia (VT)
DB01183	naloxone	C0030193	Pain
DB01183	naloxone	C0235063	respiratory depression
DB01183	naloxone	C0036983	Septic Shock
DB01184	domperidone	C0027498	Nausea and vomiting
DB01185	fluoxymesterone	C0028326	Noonan Syndrome
DB01185	fluoxymesterone	C0151721	Testicular Hypogonadism
DB01185	fluoxymesterone	C0010417	Cryptorchidism
DB01185	fluoxymesterone	C0342527	Deficiency of testosterone biosynthesis
DB01185	fluoxymesterone	C0034012	Delayed Puberty
DB01185	fluoxymesterone	C2936781	Generalized Myotonia of Thomsen
DB01185	fluoxymesterone	C0002994	angioedema
DB01185	fluoxymesterone	C1458155	Mammary Neoplasms
DB01185	fluoxymesterone	C0020619	hypogonadism
DB01186	Pergolide	C0242422	Parkinsonian Disorders
DB01186	Pergolide	C0030567	Parkinson's Disease
DB01188	ciclopirox	C0040261	onychomycosis
DB01188	ciclopirox	C0036508	seborrheic dermatitis
DB01191	Dexfenfluramine	C0028754	obesity
DB01192	Oxymorphone	C0030193	Pain
DB01192	Oxymorphone	C0150055	chronic pain
DB01193	acebutolol	C0020538	Hypertensive disease
DB01193	acebutolol	C0151636	Premature Ventricular Contractions
DB01193	acebutolol	C0003811	Cardiac Arrhythmia
DB01193	acebutolol	C0027051	Myocardial Infarction
DB01193	acebutolol	C0042514	ventricular tachycardia (VT)
DB01193	acebutolol	C0042510	ventricular fibrillation (VF)
DB01193	acebutolol	C0085612	ventricular arrhythmias
DB01194	brinzolamide	C0028840	ocular hypertension
DB01194	brinzolamide	C0017612	Glaucoma, Open-Angle
DB01194	brinzolamide	C0017601	glaucoma
DB01195	flecainide	C0235480	Paroxysmal Atrial Fibrillation
DB01195	flecainide	C0030590	Paroxysmal Supraventricular Tachycardia
DB01195	flecainide	C0039240	Supraventricular Tachycardia
DB01195	flecainide	C0003811	Cardiac Arrhythmia
DB01195	flecainide	C0042514	ventricular tachycardia (VT)
DB01195	flecainide	C0004238	atrial fibrillation (AF)
DB01195	flecainide	C0085612	ventricular arrhythmias
DB01196	estramustine	C0033578	Prostatic Neoplasms
DB01197	captopril	C0020538	Hypertensive disease
DB01197	captopril	C0011881	diabetic nephropathy
DB01197	captopril	C0018802	congestive heart failure
DB01197	captopril	C0085580	Essential Hypertension
DB01197	captopril	C0020545	Hypertension, Renovascular
DB01197	captopril	C0027051	Myocardial Infarction
DB01197	captopril	C0242698	Ventricular Dysfunction, Left
DB01197	captopril	C0003873	rheumatoid arthritis
DB01197	captopril	C0004775	Bartter Disease
DB01197	captopril	C0013604	edema
DB01197	captopril	C0020540	Malignant Hypertension
DB01197	captopril	C0034734	Raynaud's disease
DB01197	captopril	C0011849	diabetes mellitus
DB01198	Zopiclone	C0917801	Sleeplessness
DB01200	bromocriptine	C0001206	acromegaly
DB01200	bromocriptine	C0030567	Parkinson's Disease
DB01200	bromocriptine	C0020514	hyperprolactinemia
DB01200	bromocriptine	C0013384	Dyskinetic Syndrome
DB01200	bromocriptine	C0021359	infertility
DB01200	bromocriptine	C0033375	Prolactinoma
DB01200	bromocriptine	C0002453	amenorrhea
DB01200	bromocriptine	C0020619	hypogonadism
DB01201	rifapentine	C0041296	tuberculosis
DB01202	levetiracetam	C0234974	Simple Partial Seizures
DB01202	levetiracetam	C0014544	epilepsy
DB01202	levetiracetam	C0036572	seizures
DB01203	nadolol	C0002962	angina pectoris
DB01203	nadolol	C0020538	Hypertensive disease
DB01203	nadolol	C0003811	Cardiac Arrhythmia
DB01203	nadolol	C0018802	congestive heart failure
DB01203	nadolol	C0027051	Myocardial Infarction
DB01204	mitoxantrone	C0023467	Leukemia, Myelocytic, Acute
DB01204	mitoxantrone	C0751967	Multiple Sclerosis, Relapsing-Remitting
DB01204	mitoxantrone	C0026769	multiple sclerosis
DB01204	mitoxantrone	C1458155	Mammary Neoplasms
DB01204	mitoxantrone	C0024299	Lymphoma
DB01204	mitoxantrone	C0033578	Prostatic Neoplasms
DB01204	mitoxantrone	C1261473	Sarcoma
DB01206	lomustine	C0019829	Hodgkin's lymphoma
DB01206	lomustine	C0006118	Brain Neoplasms
DB01206	lomustine	C0009375	Colonic Neoplasms
DB01206	lomustine	C0022665	Kidney Neoplasm
DB01206	lomustine	C0024121	Lung Neoplasms
DB01206	lomustine	C0024305	non-Hodgkin lymphoma (NHL)
DB01206	lomustine	C0025202	melanoma
DB01208	sparfloxacin	C0032285	pneumonia
DB01208	sparfloxacin	C0041296	tuberculosis
DB01209	Dezocine	C0030193	Pain
DB01210	levobunolol	C0028840	ocular hypertension
DB01210	levobunolol	C0017612	Glaucoma, Open-Angle
DB01210	levobunolol	C0017601	glaucoma
DB01211	clarithromycin	C0155862	Streptococcal Pneumonia
DB01211	clarithromycin	C0013295	Duodenal Ulcer
DB01211	clarithromycin	C0014038	Encephalitis
DB01211	clarithromycin	C0020523	Immediate Hypersensitivity
DB01211	clarithromycin	C0029882	Otitis Media
DB01211	clarithromycin	C0037199	sinusitis
DB01211	clarithromycin	C0032285	pneumonia
DB01212	ceftriaxone	C0025294	Meningococcal Meningitis
DB01212	ceftriaxone	C0149725	Lower respiratory tract infection
DB01212	ceftriaxone	C0014836	Escherichia coli Infections
DB01212	ceftriaxone	C2242472	Infection of bone
DB01212	ceftriaxone	C0014335	enteritis
DB01212	ceftriaxone	C0014534	Epididymitis
DB01212	ceftriaxone	C0029882	Otitis Media
DB01212	ceftriaxone	C0031154	peritonitis
DB01212	ceftriaxone	C0032285	pneumonia
DB01212	ceftriaxone	C0025289	meningitis
DB01214	Metipranolol	C0017612	Glaucoma, Open-Angle
DB01214	Metipranolol	C0028840	ocular hypertension
DB01214	Metipranolol	C0003811	Cardiac Arrhythmia
DB01214	Metipranolol	C0017601	glaucoma
DB01216	finasteride	C4083212	Alopecia, Male Pattern
DB01216	finasteride	C0020507	Hyperplasia
DB01216	finasteride	C2937421	Prostatic Hyperplasia
DB01216	finasteride	C0033578	Prostatic Neoplasms
DB01217	anastrozole	C1458155	Mammary Neoplasms
DB01219	dantrolene	C0024591	Malignant Hyperpyrexia Due To Anesthesia
DB01219	dantrolene	C0026838	Muscle Spasticity
DB01219	dantrolene	C0007785	Cerebral Infarction
DB01219	dantrolene	C0007789	Cerebral Palsy
DB01219	dantrolene	C0026769	multiple sclerosis
DB01219	dantrolene	C0037763	spasms
DB01220	rifaximin	C0019151	hepatic encephalopathy (HE)
DB01220	rifaximin	C0220994	hyperammonemia
DB01220	rifaximin	C0014356	Enterocolitis
DB01220	rifaximin	C0011991	diarrhea
DB01220	rifaximin	C0022104	irritable bowel syndrome
DB01222	budesonide	C0010346	Crohn's disease
DB01222	budesonide	C0004096	asthma
DB01222	budesonide	C2607914	Allergic Rhinitis (Disorder)
DB01222	budesonide	C0018621	Hay Fever
DB01222	budesonide	C0020517	Hypersensitivity
DB01222	budesonide	C0035455	Rhinitis
DB01222	budesonide	C0035457	Rhinitis, Allergic, Perennial
DB01222	budesonide	C0014356	Enterocolitis
DB01223	Aminophylline	C0024115	Lung diseases
DB01223	Aminophylline	C0004096	asthma
DB01223	Aminophylline	C0034067	Pulmonary Emphysema
DB01223	Aminophylline	C0008677	Bronchitis, Chronic
DB01223	Aminophylline	C0746102	Chronic Lung Disease
DB01223	Aminophylline	C0003578	Apnea
DB01223	Aminophylline	C0428977	bradycardia
DB01224	quetiapine	C0036341	schizophrenia
DB01224	quetiapine	C0005587	Depression, Bipolar
DB01224	quetiapine	C0005586	bipolar disorder
DB01225	Enoxaparin	C0149871	deep vein thrombosis (DVT)
DB01228	Encainide	C0151636	Premature Ventricular Contractions
DB01228	Encainide	C0003811	Cardiac Arrhythmia
DB01228	Encainide	C0004238	atrial fibrillation (AF)
DB01228	Encainide	C0004239	Atrial Flutter
DB01228	Encainide	C0042514	ventricular tachycardia (VT)
DB01228	Encainide	C0042510	ventricular fibrillation (VF)
DB01229	paclitaxel	C0036220	Kaposi sarcoma
DB01229	paclitaxel	C0017612	Glaucoma, Open-Angle
DB01229	paclitaxel	C1140680	Malignant Neoplasm Of Ovary
DB01229	paclitaxel	C0028840	ocular hypertension
DB01229	paclitaxel	C0007131	Non-Small Cell Lung Carcinoma
DB01229	paclitaxel	C0020538	Hypertensive disease
DB01229	paclitaxel	C0678222	Breast Carcinoma
DB01229	paclitaxel	C0006142	Malignant Neoplasm Of Breast
DB01229	paclitaxel	C1458155	Mammary Neoplasms
DB01229	paclitaxel	C0024121	Lung Neoplasms
DB01229	paclitaxel	C0919267	Ovarian Neoplasm
DB01231	diphenidol	C0042571	vertigo
DB01232	Saquinavir	C0021051	Immunologic Deficiency Syndromes
DB01233	metoclopramide	C0017168	gastroesophageal reflux disease (GERD)
DB01233	metoclopramide	C0152020	gastroparesis
DB01233	metoclopramide	C0027497	nausea
DB01233	metoclopramide	C0042963	vomiting
DB01234	dexamethasone	C0022548	Keloid
DB01234	dexamethasone	C0015230	Exanthema
DB01234	dexamethasone	C0004096	asthma
DB01234	dexamethasone	C0002880	Autoimmune Hemolytic Anemia
DB01234	dexamethasone	C2607914	Allergic Rhinitis (Disorder)
DB01234	dexamethasone	C0002994	angioedema
DB01234	dexamethasone	C0026948	Mycosis Fungoides
DB01234	dexamethasone	C0021390	inflammatory bowel disease
DB01234	dexamethasone	C0015397	Disorder of eye
DB01234	dexamethasone	C0022073	Iridocyclitis
DB01234	dexamethasone	C0038013	ankylosing spondylitis
DB01234	dexamethasone	C0024138	Lupus Erythematosus, Discoid
DB01234	dexamethasone	C0010346	Crohn's disease
DB01234	dexamethasone	C0001403	Addison's disease
DB01234	dexamethasone	C0014742	Erythema Multiforme
DB01234	dexamethasone	C0011615	Dermatitis, Atopic
DB01234	dexamethasone	C0010043	Corneal Ulcer
DB01234	dexamethasone	C0019829	Hodgkin's lymphoma
DB01234	dexamethasone	C0036830	Serum Sickness
DB01234	dexamethasone	C0011606	Exfoliative Dermatitis
DB01234	dexamethasone	C0033860	psoriasis
DB01234	dexamethasone	C0006114	Cerebral Edema
DB01234	dexamethasone	C0036508	seborrheic dermatitis
DB01234	dexamethasone	C0005138	Berylliosis
DB01234	dexamethasone	C0003873	rheumatoid arthritis
DB01234	dexamethasone	C0036202	Sarcoidosis
DB01234	dexamethasone	C0040147	thyroiditis
DB01234	dexamethasone	C0026764	multiple myeloma
DB01234	dexamethasone	C0024301	follicular lymphoma
DB01234	dexamethasone	C0011616	contact dermatitis
DB01234	dexamethasone	C0037274	Dermatologic disorders
DB01234	dexamethasone	C0024305	non-Hodgkin lymphoma (NHL)
DB01234	dexamethasone	C0030807	Pemphigus
DB01234	dexamethasone	C0023449	Acute Lymphocytic Leukemia
DB01234	dexamethasone	C0002875	Cooley's anemia
DB01234	dexamethasone	C0022568	Keratitis
DB01234	dexamethasone	C0079773	cutaneous T-cell lymphoma (CTCL)
DB01234	dexamethasone	C0026769	multiple sclerosis
DB01234	dexamethasone	C0035854	rosacea
DB01234	dexamethasone	C0024141	Lupus Erythematosus, Systemic
DB01234	dexamethasone	C1260899	Anemia, Diamond-Blackfan
DB01234	dexamethasone	C0003868	Arthritis, Gouty
DB01234	dexamethasone	C0027726	nephrotic syndrome
DB01234	dexamethasone	C0023052	Laryngeal Edema
DB01234	dexamethasone	C0003872	psoriatic arthritis
DB01234	dexamethasone	C0042164	Uveitis
DB01234	dexamethasone	C0079744	Diffuse Large B-Cell Lymphoma
DB01234	dexamethasone	C0006413	Burkitt's lymphoma
DB01234	dexamethasone	C0405580	Adrenal Cortical Hypofunction
DB01234	dexamethasone	C0013604	edema
DB01234	dexamethasone	C0847614	Allergy; Nasal
DB01234	dexamethasone	C0020517	Hypersensitivity
DB01234	dexamethasone	C2718128	Nasal Inflammation
DB01234	dexamethasone	C1527311	Brain Edema
DB01234	dexamethasone	C0035457	Rhinitis, Allergic, Perennial
DB01234	dexamethasone	C0036983	Septic Shock
DB01234	dexamethasone	C0702166	Acne
DB01234	dexamethasone	C0020437	hypercalcemia
DB01234	dexamethasone	C0029408	osteoarthritis
DB01234	dexamethasone	C0009324	ulcerative colitis
DB01234	dexamethasone	C0002871	anemia
DB01234	dexamethasone	C0014335	enteritis
DB01235	levodopa	C0242422	Parkinsonian Disorders
DB01235	levodopa	C0030567	Parkinson's Disease
DB01235	levodopa	C0030569	Secondary Parkinson Disease
DB01235	levodopa	C0013384	Dyskinetic Syndrome
DB01237	Bromodiphenhydramine	C0010200	Coughing
DB01237	Bromodiphenhydramine	C0027424	Nasal congestion (finding)
DB01237	Bromodiphenhydramine	C0018621	Hay Fever
DB01237	Bromodiphenhydramine	C0020517	Hypersensitivity
DB01237	Bromodiphenhydramine	C0035457	Rhinitis, Allergic, Perennial
DB01237	Bromodiphenhydramine	C0021603	Sleep Initiation And Maintenance Disorders
DB01237	Bromodiphenhydramine	C0042109	urticaria
DB01238	aripiprazole	C0004352	Autistic Disorder
DB01238	aripiprazole	C0036341	schizophrenia
DB01238	aripiprazole	C0005586	bipolar disorder
DB01239	chlorprothixene	C0036341	schizophrenia
DB01239	chlorprothixene	C0005586	bipolar disorder
DB01240	epoprostenol	C2973725	pulmonary arterial hypertension (PAH)
DB01240	epoprostenol	C0020542	Pulmonary Hypertension
DB01240	epoprostenol	C0010200	Coughing
DB01240	epoprostenol	C0027424	Nasal congestion (finding)
DB01240	epoprostenol	C2607914	Allergic Rhinitis (Disorder)
DB01240	epoprostenol	C0035455	Rhinitis
DB01240	epoprostenol	C0011644	scleroderma
DB01240	epoprostenol	C0003850	arteriosclerosis
DB01240	epoprostenol	C0034150	Purpura
DB01240	epoprostenol	C0035222	Respiratory Distress Syndrome, Adult
DB01240	epoprostenol	C0036421	Systemic Scleroderma
DB01240	epoprostenol	C0040053	thrombosis
DB01241	gemfibrozil	C0020557	hypertriglyceridemia
DB01241	gemfibrozil	C0020473	hyperlipidemia
DB01241	gemfibrozil	C0020480	Hyperlipoproteinemia Type Iv
DB01241	gemfibrozil	C0020481	Hyperlipoproteinemia Type V
DB01241	gemfibrozil	C0030305	pancreatitis
DB01241	gemfibrozil	C0020443	hypercholesterolemia
DB01241	gemfibrozil	C0020476	Hyperlipoproteinemias
DB01241	gemfibrozil	C0010068	coronary heart disease
DB01242	clomipramine	C0028768	obsessive compulsive disorder (OCD)
DB01242	clomipramine	C0150055	chronic pain
DB01242	clomipramine	C0027404	narcolepsy
DB01243	chloroxine	C0036508	seborrheic dermatitis
DB01243	chloroxine	C0014356	Enterocolitis
DB01243	chloroxine	C0011991	diarrhea
DB01243	chloroxine	C0021390	inflammatory bowel disease
DB01244	bepridil	C0002962	angina pectoris
DB01244	bepridil	C0003811	Cardiac Arrhythmia
DB01246	Trimeprazine	C2607914	Allergic Rhinitis (Disorder)
DB01246	Trimeprazine	C0002994	angioedema
DB01246	Trimeprazine	C0027424	Nasal congestion (finding)
DB01246	Trimeprazine	C0343065	Symptomatic Dermographism
DB01246	Trimeprazine	C0042109	urticaria
DB01246	Trimeprazine	C0033774	Pruritus
DB01246	Trimeprazine	C0162820	Dermatitis, Allergic Contact
DB01246	Trimeprazine	C0011615	Dermatitis, Atopic
DB01246	Trimeprazine	C0035457	Rhinitis, Allergic, Perennial
DB01247	isocarboxazid	C1269683	Major Depressive Disorder
DB01248	docetaxel	C0278996	Cancer Of Head And Neck
DB01248	docetaxel	C0678222	Breast Carcinoma
DB01248	docetaxel	C0007131	Non-Small Cell Lung Carcinoma
DB01248	docetaxel	C0376358	Malignant Neoplasm Of Prostate
DB01248	docetaxel	C1458155	Mammary Neoplasms
DB01248	docetaxel	C0018671	Head And Neck Neoplasms
DB01248	docetaxel	C0025202	melanoma
DB01248	docetaxel	C0919267	Ovarian Neoplasm
DB01248	docetaxel	C0030297	Pancreatic Neoplasm
DB01248	docetaxel	C0038356	Stomach Neoplasms
DB01248	docetaxel	C1168401	head and neck squamous cell carcinoma (HNSCC)
DB01250	olsalazine	C0009324	ulcerative colitis
DB01250	olsalazine	C0014356	Enterocolitis
DB01251	gliquidone	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB01251	gliquidone	C0020456	hyperglycemia
DB01251	gliquidone	C0011849	diabetes mellitus
DB01252	mitiglinide	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB01252	mitiglinide	C0011849	diabetes mellitus
DB01253	ergonovine	C0149931	Migraine Disorders
DB01254	dasatinib	C1960397	Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia
DB01254	dasatinib	C0005699	Blast Phase
DB01254	dasatinib	C0023472	Leukemia, Myeloid, Accelerated Phase
DB01254	dasatinib	C0023473	chronic myeloid leukemia (CML)
DB01255	Lisdexamfetamine	C1263846	attention-deficit/hyperactivity disorder (ADHD)
